run,status,best_valid_error_pct,last_valid_error_pct,last_rho,grad_log10_mean,sat_mean,zsat_mean,rsat_mean
A1_mem_rnn_tanh_noclip,ok,100.0,100.0,14.195817947387695,-4.173065185546875,0.016787413507699966,,
A2_mem_rnn_tanh_clip005,ok,100.0,100.0,1.1389210224151611,-4.562341690063477,0.6280170679092407,,
A3_mem_rnn_tanh_clip001,ok,100.0,100.0,1.1193914413452148,-4.513660907745361,0.6105234026908875,,
A4_mem_gru_noclip,ok,100.0,100.0,2.0122570991516113,-6.295962333679199,0.5381590127944946,0.1817544400691986,0.4555945098400116
A5_mem_gru_clip005,ok,100.0,100.0,1.29425048828125,-4.303895950317383,0.8497984409332275,0.12458008527755737,0.4924551546573639
B1_mul_rnn_tanh_noclip,ok,25.899999618530273,39.599998474121094,0.7051136493682861,-11.953508377075195,0.9385526180267334,,
B2_mul_gru_noclip,ok,24.25,39.18000030517578,0.08084442466497421,-11.957351684570312,0.9946516752243042,0.11928950250148773,0.49892231822013855
